id;premium;name;department;has_test;response_letter_required;area|id;area|name;area|url;salary;type|id;type|name;address;response_url;sort_point_distance;published_at;created_at;archived;apply_alternate_url;show_logo_in_search;insider_interview;url;alternate_url;relations;employer|id;employer|name;employer|url;employer|alternate_url;employer|logo_urls|90;employer|logo_urls|original;employer|logo_urls|240;employer|vacancies_url;employer|accredited_it_employer;employer|trusted;snippet|requirement;snippet|responsibility;contacts;schedule;working_days;working_time_intervals;working_time_modes;accept_temporary;professional_roles;accept_incomplete_resumes;experience|id;experience|name;employment|id;employment|name;adv_response_url;is_adv_vacancy
86626961;False;Стажер-тестировщик QA;;False;False;1;Москва;https://api.hh.ru/areas/1;;open;Открытая;;;;2023-09-12T18:06:51+0300;2023-09-12T18:06:51+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=86626961;;;https://api.hh.ru/vacancies/86626961?host=hh.ru;https://hh.ru/vacancy/86626961;[];3428160;HardQode;https://api.hh.ru/employers/3428160;https://hh.ru/employer/3428160;https://hhcdn.ru/employer-logo/6242902.jpeg;https://hhcdn.ru/employer-logo-original/1155612.jpg;https://hhcdn.ru/employer-logo/6242903.jpeg;https://api.hh.ru/vacancies?employer_id=3428160;True;True;Интерес к процессу тестирования и обеспечению качества. Желание развиваться в данной профессиональной области. Базовое понимание основных этапов и принципов тестирования...;Участие в разработке EdTech платформы. Большое количество знаний. Ручное и Авто-тестирование.;;;[];[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно работать сменами по\xa04–6 часов в\xa0день'}];[{'id': 'start_after_sixteen', 'name': 'Можно начинать работать после 16:00'}];True;[{'id': '124', 'name': 'Тестировщик'}];False;noExperience;Нет опыта;probation;Стажировка;;False
86400360;False;Стажер-программист Python;;False;False;1;Москва;https://api.hh.ru/areas/1;;open;Открытая;;;;2023-09-07T15:23:50+0300;2023-09-07T15:23:50+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=86400360;;;https://api.hh.ru/vacancies/86400360?host=hh.ru;https://hh.ru/vacancy/86400360;[];3428160;HardQode;https://api.hh.ru/employers/3428160;https://hh.ru/employer/3428160;https://hhcdn.ru/employer-logo/6242902.jpeg;https://hhcdn.ru/employer-logo-original/1155612.jpg;https://hhcdn.ru/employer-logo/6242903.jpeg;https://api.hh.ru/vacancies?employer_id=3428160;True;True;Базовые знания <highlighttext>Python</highlighttext> (>3).;Принимать участие в разработке EdTech платформы. Делал какие-то pet-проекты.;;;[];[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно работать сменами по\xa04–6 часов в\xa0день'}];[{'id': 'start_after_sixteen', 'name': 'Можно начинать работать после 16:00'}];True;[{'id': '96', 'name': 'Программист, разработчик'}];False;noExperience;Нет опыта;probation;Стажировка;;False
