name;area_name;url;salary_from;salary_to;salary_cur;requirement;responsibility;employer;api 
Web-программист;Казань;https://hh.ru/vacancy/86356434;50000;100000;RUR;Обязательные знания и опыт от 1 года: HTML 5. CSS 3. PHP 7. Javascript + Jquery. Опыт работы от 1...;Выполнение задач по Техническому заданию. Изменение текущего кода или написание нового функционала. Работа в программе контроля задач. Выполнение задач в...;Петрушин Е.С.;HH
QA-инженер (стажер);Новосибирск;https://hh.ru/vacancy/86460244;0;0;RUR;Учитесь в магистратуре или на последнем курсе бакалавриата или в школе 21. Знаете основы <highlighttext>Java</highlighttext>. Имеете опыт работы с БД...;Фиксация требований. Анализ требований. Разработка тест-кейсов. Ручное тестирование. Разработка автотестов. Подготовка отчётов по результатам тестирования.;SberTech;HH
Тестировщик ПО (Департамент Страхование);Москва;https://hh.ru/vacancy/85941652;0;0;RUR;Знание SQL. Опыт работы с системами учета багов. Опыт непосредственного участия в приемо-сдаточных испытаниях. Опыт создания автоматизированного тестирования (<highlighttext>Java</highlighttext>...;Функциональное ручное тестирование клиент-серверных приложений. Разработка тестовой документации (составление и актуализация тест-планов, тест-кейсов). Заведение, отслеживание и поддержка...;Diasoft;HH
Старший Java/Kotlin разработчик;Санкт-Петербург;https://hh.ru/vacancy/86668856;;600000;RUR;Коммерческий опыт работы от 5 лет. Опыт работы с Kotlin от 2х лет. Английский B1+. Знание SQL.;Разрабатывать новые продукты компании. Принимать участие в проектировании интерфейсов. Развивать текущую архитектуру.;Offer Now;HH
Java Intern;Алматы;https://hh.ru/vacancy/86199181;0;0;RUR;"Уверенные знания <highlighttext>Java</highlighttext> Core и многопоточности. Опыт использования технологий <highlighttext>Java</highlighttext> Web (Front-End: HTML, CSS, JavaScript; Back-End: Servlets). ";;Epam Kazakhstan (Эпам Казахстан),ТОО;HH
Инженер-программист Java (Junior);Воронеж;https://hh.ru/vacancy/84638354;0;0;RUR;Опыт программирования на языке <highlighttext>Java</highlighttext>. Знание и опыт использования шаблонов проектирования. Знание основ проектирования и применения баз данных. ;;ИНОБИТЕК;HH
Senior Java + Kotlin Developer;Москва;https://hh.ru/vacancy/86716429;345000;575000;RUR;Есть опыт разработки backend на <highlighttext>Java</highlighttext>/Kotlin. Отличное знаешь <highlighttext>Java</highlighttext> Core и Concurrency. Имеется опыт написания тестов. Хорошо знаешь SQL...;Разработкой новых продуктов компании. Поддержанием и развитием текущей архитектуры. Будешь участвовать в новых проектах. Разработкой инфраструктурного кода. Написанием тестов. ;MandarinIT;HH
QA тестировщик (удаленно);Москва;https://hh.ru/vacancy/85549797;0;0;RUR;Будет плюсом. Опыт автоматизации тестирования на Python или на <highlighttext>Java</highlighttext>. Знание ООП и паттернов разработки автотестов. Опыт интеграции автотестов в...;Закрываем полный цикл разработки: от UX/UI до развертывания и сопровождения. Работаем небольшими командами 8-12 человек. Тестирование систем на...;DCloud;HH
Junior верстальщик сайтов / разработчик / SEO инженер;Краснодар;https://hh.ru/vacancy/86081245;25000;45000;RUR;Полезные навыки: - внимательность. - навыки программировании на bitrix, OpenCart, HTML, <highlighttext>Java</highlighttext>​​​​​​​. !!! Возможно увеличение окладной части при наличии опыта или знаний !!!;верстка и редактирование сайтов. - наполнение сайтов контентом. - обработка контента. - СЕО оптимизация сайта. - написание текстов.;Карате Маркетинг;HH
Java-разработчик (удалённо);Москва;https://hh.ru/vacancy/85415927;0;0;RUR;Spring Framework (Core, MVC, Data, Batch, Cloud). Знание Spring Boot 2.0 и выше. Опыт работы с JPA, Hibernate. ;Закрываем полный цикл разработки: от UX/UI до развертывания и сопровождения. Работаем небольшими командами 8-12 человек. Работа в небольших...;DCloud;HH
QA-инженер;Таганрог;https://taganrog.superjob.ru/vakansii/qa-inzhener-47405662.html;80000;0;RUR;"В компанию по разработке ПО для терминалов предрейсового медицинского осмотра требуется QA инженер.
Обязанности:
• 
Тестирование ПО на терминалах предрейсовых осмотров. Написание и выполнение тестов (Java)
Требования:
• Уверенное знание теории и практики тестирования;
• Понимание и применение BDD
• Опыт работы с инструментами CI/CD;
• Опыт работы с API;
• Использование Git;
Условия:
• Уверенное знание теории и практики тестирования;
• Понимание и применение BDD
• Опыт работы с инструментами CI/CD;
• Опыт работы с API;
• Использование Git;";"В компанию по разработке ПО для терминалов предрейсового медицинского осмотра требуется QA инженер.
Обязанности:
• 
Тестирование ПО на терминалах предрейсовых осмотров. Написание и выполнение тестов (Java)
Требования:
• Уверенное знание теории и практики тестирования;
• Понимание и применение BDD
• Опыт работы с инструментами CI/CD;
• Опыт работы с API;
• Использование Git;
Условия:
• Уверенное знание теории и практики тестирования;
• Понимание и применение BDD
• Опыт работы с инструментами CI/CD;
• Опыт работы с API;
• Использование Git;";Jobers;SuperJob
Java Developer (middle);Таганрог;https://taganrog.superjob.ru/vakansii/java-developer-47405790.html;200000;0;RUR;"В компанию по разработке ПО для терминалов предрейсового медицинского осмотра требуется разработчик Java.
Обязанности:
• 
Разработка приложения для терминалов предрейсовых осмотров (Java 8)
Требования:
• Опыт коммерческой разработки.
• Опыт разработки многопоточных приложений.
• Знание паттернов проектирования, умение их применять на практике
• Опыт работы с API;
• Использование Git;
• JavaFX;
• Опыт разработки под Linux;
• Умение работать с периферийными устройствами
Условия:
• Требуемый опыт работы: от 3 лет.
• Полная занятость (график 5/2).
• Присутствие в офисе (Таганрог)
• Оформление по ТК РФ
• Входим в реестр аккредитованных ИТ-компаний.";"В компанию по разработке ПО для терминалов предрейсового медицинского осмотра требуется разработчик Java.
Обязанности:
• 
Разработка приложения для терминалов предрейсовых осмотров (Java 8)
Требования:
• Опыт коммерческой разработки.
• Опыт разработки многопоточных приложений.
• Знание паттернов проектирования, умение их применять на практике
• Опыт работы с API;
• Использование Git;
• JavaFX;
• Опыт разработки под Linux;
• Умение работать с периферийными устройствами
Условия:
• Требуемый опыт работы: от 3 лет.
• Полная занятость (график 5/2).
• Присутствие в офисе (Таганрог)
• Оформление по ТК РФ
• Входим в реестр аккредитованных ИТ-компаний.";Jobers;SuperJob
Преподаватель программирования, веб-разработки;Волгоград;https://volgograd.superjob.ru/vakansii/prepodavatel-programmirovaniya-38561557.html;35000;0;RUR;"Обязанности:
• Реализация ряда дисциплин, связанных с использованием информационных технологий в образовании для студентов направления подготовки Информационные системы и программирование (Квалификации Программист и Разработчик мультиседийных и веб приложений 
• Знакомство студентов с основами программирования на CИ++, разработка управляемых приложений на платформе «1С:Предприятие», использования различных программных решений, создания веб-приложений и т.д.


• ЕСЛИ У ВАС НЕТ ПЕДАГОГИЧЕСКОГО ОБРАЗОВАНИЯ,НО ЕСТЬ ЖЕЛАНИЕ ДЕЛИТЬСЯ ОПЫТОМ И ЗНАНИЯМИ СО СТУДЕНТАМИ, КОТОРЫЕ ПЛАНИРУЮТ СВЯЗАТЬ СВОЮ ЖИЗНЬ С IТ, МЫ ОРГАНИЗУЕМ ДЛЯ ВАС ПРОФЕССИОНАЛЬНУЮ ПЕРЕПОДГОТОВКУ.

Знать:

 
• Языки программирования: C/C#/C++, Python, Java, JavaScript, Assembler и др.
• Web-разработка: HTML, CSS, PHP, JavaScript;
• Разработка компьютерных игр: Unity;
• Разработка бизнес приложений на платформе «1С:Предприятие»;
• Робототехника;
• Компьютерное железо;
• Администрирование Windows, Linux;
• Микроконтроллеры: Arduino, ESP32, STM32 и др.;
• Системное администрирование Windows или Linux;
• Компьютерные сети.
Условия:
• Работа в Аудиториях обустроенных современным оборудованием (i5/i7 последних поколений, 16/32 gb RAM, GTX1650/RTX2070Super) 
• Оформление согласно ТК РФ";"Обязанности:
• Реализация ряда дисциплин, связанных с использованием информационных технологий в образовании для студентов направления подготовки Информационные системы и программирование (Квалификации Программист и Разработчик мультиседийных и веб приложений 
• Знакомство студентов с основами программирования на CИ++, разработка управляемых приложений на платформе «1С:Предприятие», использования различных программных решений, создания веб-приложений и т.д.


• ЕСЛИ У ВАС НЕТ ПЕДАГОГИЧЕСКОГО ОБРАЗОВАНИЯ,НО ЕСТЬ ЖЕЛАНИЕ ДЕЛИТЬСЯ ОПЫТОМ И ЗНАНИЯМИ СО СТУДЕНТАМИ, КОТОРЫЕ ПЛАНИРУЮТ СВЯЗАТЬ СВОЮ ЖИЗНЬ С IТ, МЫ ОРГАНИЗУЕМ ДЛЯ ВАС ПРОФЕССИОНАЛЬНУЮ ПЕРЕПОДГОТОВКУ.

Знать:

 
• Языки программирования: C/C#/C++, Python, Java, JavaScript, Assembler и др.
• Web-разработка: HTML, CSS, PHP, JavaScript;
• Разработка компьютерных игр: Unity;
• Разработка бизнес приложений на платформе «1С:Предприятие»;
• Робототехника;
• Компьютерное железо;
• Администрирование Windows, Linux;
• Микроконтроллеры: Arduino, ESP32, STM32 и др.;
• Системное администрирование Windows или Linux;
• Компьютерные сети.
Условия:
• Работа в Аудиториях обустроенных современным оборудованием (i5/i7 последних поколений, 16/32 gb RAM, GTX1650/RTX2070Super) 
• Оформление согласно ТК РФ";"Государственное автономное профессиональное образовательное учреждение "" Волгоградский социально-педагогический колледж"" (ГАПОУ ""ВСПК"")";SuperJob
Программист-педагог;Новокузнецк;https://novokuznetsk.superjob.ru/vakansii/programmist-pedagog-43502923.html;20000;40000;RUR;"Обязанности: педагоги-наставники на направления: Python, Java, С#:

• обучение детей и молодежи по программам дополнительного образования; 
• помощь и поддержка обучающихся в освоении языка программирования;

• разработка совместных проектов с учащимися;
• оформление готовых продуктов;
• участие в массовых мероприятиях с учащимися.
Требования:
• образование высшее или среднее специальное (рассматриваются студенты начиная с 4го курса);
• опыт работы приветствуется (рассматриваются начинающие специалисты);
• умение доводить дело до логического завершения.
Условия:

• соблюдение правил внутреннего распорядка;
• исполнительская дисциплина;
• справка об отсутствии судимости;
• наличие санитарной книжки (ежегодный медосмотр, санминимум для работников сферы образования, вакцинация).

Для вас:

• полный социальный пакет;
• стабильная з/п два раза в месяц;
• дружный коллектив;
• ежегодный отпуск 42 дня;
• оформление по ТК РФ.";"Обязанности: педагоги-наставники на направления: Python, Java, С#:

• обучение детей и молодежи по программам дополнительного образования; 
• помощь и поддержка обучающихся в освоении языка программирования;

• разработка совместных проектов с учащимися;
• оформление готовых продуктов;
• участие в массовых мероприятиях с учащимися.
Требования:
• образование высшее или среднее специальное (рассматриваются студенты начиная с 4го курса);
• опыт работы приветствуется (рассматриваются начинающие специалисты);
• умение доводить дело до логического завершения.
Условия:

• соблюдение правил внутреннего распорядка;
• исполнительская дисциплина;
• справка об отсутствии судимости;
• наличие санитарной книжки (ежегодный медосмотр, санминимум для работников сферы образования, вакцинация).

Для вас:

• полный социальный пакет;
• стабильная з/п два раза в месяц;
• дружный коллектив;
• ежегодный отпуск 42 дня;
• оформление по ТК РФ.";"МБУ ДО ""Центр детского (юношеского) технического творчества ""Меридиан""";SuperJob
Учитель по программированию;Андреевка;https://andreevka.superjob.ru/vakansii/uchitel-po-programmirovaniyu-45698480.html;0;60000;RUR;"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";Школа программирования;SuperJob
Учитель по программированию;Зеленоград;https://zelenograd.superjob.ru/vakansii/uchitel-po-programmirovaniyu-45698481.html;0;60000;RUR;"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";Школа программирования;SuperJob
Учитель по программированию;Красногорск;https://krasnogorsk.superjob.ru/vakansii/uchitel-po-programmirovaniyu-45698482.html;0;60000;RUR;"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";Школа программирования;SuperJob
Учитель по программированию;Малино;https://mo.superjob.ru/vakansii/uchitel-po-programmirovaniyu-45698483.html;0;60000;RUR;"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";Школа программирования;SuperJob
Учитель по программированию;Менделеево;https://mo.superjob.ru/vakansii/uchitel-po-programmirovaniyu-45698484.html;0;60000;RUR;"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";Школа программирования;SuperJob
Учитель по программированию;Поварово;https://mo.superjob.ru/vakansii/uchitel-po-programmirovaniyu-45698485.html;0;60000;RUR;"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";"Обязанности:
• 
Обучение детей (4-14 лет) в группах программированию 
• 
Формирование у учеников логического системного мышления и развитие технических творческих способностей 

• Обучение детей основам проектной работы в IT
• Поддержание интереса и мотивации учеников 
Требования:
• 
Опыт работы с детьми (аниматор, репетитор, воспитатель, вожатый, учитель, опытный родитель или старший брат/сестра
• Уверенное владение компьютером. В идеале, знание основ алгоритмического языка и программирования. (Предпочтительно: Scratch JR, Scratch, Snap, Stencyl, Tynker, Blockly, Перволого, Пиктомир)
• Умение объяснять сложное простыми (иногда детскими) словами 
• Любовь к детям и умение направить их энергию в нужное русло 

• Знание текстовых языков программирования Python, Java и прочее - желательно 

Условия:
• 
Удобный график (очень многое можно скорректировать совместно с администратором) 
• Возможность обучать мотивированных детей, которые стремятся узнать все о современных технологиях и не только 
• Увлеченная команда преподавателей 

• Интересные и амбициозные задачи
• Профессия квалифицированного детского IT тренера - одна из самых востребованных на рынке труда";Школа программирования;SuperJob
